journey_id,booking_date,checkin_date,checkout_date,ota_id,language,is_in_app,item_id
94324,2019-03-13,2019-05-05,2019-05-06,2172,en,False,7829680
94326,2019-03-25,2019-04-21,2019-04-24,387,en,False,99982
94327,2019-03-23,2019-05-23,2019-05-25,2172,en,False,7829680
94328,2019-03-19,2019-05-30,2019-06-03,860,sv,False,80432
94329,2019-03-23,2019-05-21,2019-05-22,2172,en,False,7829680
94330,2019-04-08,2019-05-02,2019-05-05,860,de,False,80432
94331,2019-03-17,2019-05-20,2019-05-21,2172,en,False,7829680
94332,2019-03-26,2019-04-16,2019-04-20,2060,en,False,80432
94333,2019-04-18,2019-04-20,2019-04-21,482,en,False,80432
94335,2019-03-19,2019-04-07,2019-04-10,2718,en,False,955143
94336,2019-04-14,2019-04-17,2019-04-19,2718,en,False,955143
94338,2019-04-18,2019-04-28,2019-05-05,1944,en,False,2394162
94339,2019-04-11,2019-05-08,2019-05-09,2686,en,False,11263904
94341,2019-04-12,2019-05-20,2019-05-21,2172,en,False,11263904
94343,2019-03-22,2019-04-27,2019-04-29,2242,en,False,1706937
94344,2019-04-17,2019-05-14,2019-05-15,2172,en,False,11263904
94345,2019-04-20,2019-04-29,2019-04-30,2686,en,False,11263904
94346,2019-04-14,2019-05-11,2019-05-12,2242,en,False,1706937
94347,2019-04-24,2019-05-01,2019-05-03,2242,en,False,1706937
94348,2019-03-24,2019-04-11,2019-04-12,482,en,False,19383
94350,2019-04-09,2019-04-18,2019-04-20,482,en,False,19383
94354,2019-03-08,2019-04-06,2019-04-08,482,da,False,1753199
94355,2019-04-06,2019-04-06,2019-04-07,482,sv,False,1753199
94359,2019-03-22,2019-04-16,2019-04-17,482,en,False,1394383
94363,2019-03-31,2019-04-25,2019-04-28,482,sv,False,895559
94367,2019-04-15,2019-04-28,2019-05-01,2172,en,False,984521
94371,2019-03-20,2019-05-15,2019-05-17,2242,en,False,2661882
94373,2019-04-04,2019-05-19,2019-05-21,2242,en,False,692696
94376,2019-04-01,2019-04-26,2019-04-27,2242,en,False,2661882
94378,2019-04-20,2019-05-23,2019-05-25,2242,en,False,692696
94380,2019-03-31,2019-04-18,2019-04-21,1644,de,False,2627960
94381,2019-03-09,2019-05-25,2019-05-26,1512,en,False,1105450
94382,2019-03-24,2019-04-01,2019-04-03,1370,en,False,4573684
94383,2019-04-17,2019-04-18,2019-04-19,860,en,False,147836
94385,2019-03-14,2019-04-06,2019-04-07,860,en,False,12697
94386,2019-04-08,2019-04-10,2019-04-11,860,en,False,12697
94387,2019-04-08,2019-04-18,2019-04-20,860,en,False,12697
94388,2019-04-04,2019-05-03,2019-05-06,141,sv,False,12697
94391,2019-04-11,2019-05-04,2019-05-05,141,en,False,12697
94395,2019-04-22,2019-04-25,2019-04-27,2172,en,False,4644600
94396,2019-04-15,2019-04-17,2019-04-18,482,en,False,68167
94399,2019-03-21,2019-04-20,2019-04-27,2060,en,False,95246
94404,2019-03-14,2019-04-21,2019-04-25,482,en,False,2892857
94406,2019-04-08,2019-04-24,2019-04-25,482,en,False,46226
94409,2019-04-21,2019-04-26,2019-04-27,436,en,False,942593
94412,2019-04-20,2019-05-16,2019-05-17,2242,en,False,1154841
94413,2019-03-25,2019-04-05,2019-04-07,860,en,False,110289
94417,2019-03-08,2019-05-16,2019-05-21,482,en,False,67641
94421,2019-04-09,2019-05-18,2019-05-21,2242,en,False,6474032
94423,2019-04-24,2019-05-01,2019-05-03,2242,en,False,2752983
94424,2019-04-24,2019-05-01,2019-05-03,2242,en,False,2752983
94425,2019-03-24,2019-04-06,2019-04-07,436,en,False,79834
94429,2019-04-07,2019-04-19,2019-04-22,482,en,False,58424
94430,2019-04-19,2019-04-30,2019-05-02,2172,en,False,9661118
94434,2019-03-20,2019-04-06,2019-04-09,664,en,False,152670
94437,2019-03-16,2019-05-22,2019-05-29,860,en,False,684871
94438,2019-03-21,2019-04-09,2019-04-10,297,en,False,2378470
94439,2019-03-31,2019-04-15,2019-04-16,2266,en,False,747596
94440,2019-03-19,2019-05-09,2019-05-15,2404,en,False,72624
94443,2019-04-21,2019-04-26,2019-04-27,2686,en,False,2661170
94450,2019-04-21,2019-05-05,2019-05-06,2172,en,False,8190382
94452,2019-03-09,2019-04-18,2019-04-23,2470,en,False,11602568
94453,2019-04-25,2019-04-27,2019-04-28,1944,en,False,12166440
94454,2019-04-25,2019-05-29,2019-05-30,1944,en,False,12166440
94455,2019-04-25,2019-05-01,2019-05-04,1758,de,False,980333
94456,2019-03-21,2019-05-22,2019-05-27,470,en,False,1950605
94457,2019-04-17,2019-04-26,2019-04-28,2262,de,False,747021
94458,2019-04-24,2019-04-29,2019-04-30,2242,en,False,10682600
94459,2019-03-31,2019-05-12,2019-05-14,2242,en,False,7906496
94460,2019-03-24,2019-04-24,2019-04-28,1944,en,False,6336736
94461,2019-04-25,2019-04-27,2019-04-28,1944,en,False,6336736
94462,2019-04-14,2019-05-12,2019-05-13,2686,en,False,7906496
94464,2019-04-05,2019-04-24,2019-04-28,1944,en,False,6336736
94465,2019-03-14,2019-04-19,2019-04-20,860,sv,False,45667
94467,2019-03-04,2019-04-20,2019-04-23,1370,en,False,95560
94469,2019-03-04,2019-04-21,2019-04-22,1370,en,False,95560
94470,2019-04-07,2019-04-16,2019-04-18,1370,en,False,95560
94473,2019-03-23,2019-05-24,2019-05-28,1370,en,False,95560
94475,2019-04-12,2019-04-26,2019-04-29,2028,en,False,95560
94476,2019-04-20,2019-04-21,2019-04-22,1370,en,False,95560
94477,2019-04-20,2019-05-04,2019-05-05,1370,en,False,95560
94481,2019-04-24,2019-04-25,2019-04-26,1370,en,False,95560
94482,2019-04-17,2019-04-19,2019-04-20,482,en,False,64232
94483,2019-03-10,2019-04-10,2019-04-13,1304,en,False,62760
94486,2019-03-14,2019-06-01,2019-06-02,2754,en,False,62760
94488,2019-03-05,2019-04-02,2019-04-05,482,en,False,2455290
94489,2019-03-25,2019-04-01,2019-04-04,482,en,False,2455290
94490,2019-03-20,2019-04-01,2019-04-04,482,en,False,2455290
94491,2019-03-23,2019-04-08,2019-04-18,2404,en,False,4242454
94493,2019-04-14,2019-04-26,2019-04-28,482,en,False,4242454
94496,2019-04-15,2019-05-13,2019-05-14,2242,en,False,2563073
94501,2019-04-11,2019-04-20,2019-04-21,664,en,False,4538328
94502,2019-03-24,2019-04-05,2019-04-09,482,en,False,20790
94504,2019-04-14,2019-04-14,2019-04-15,482,en,False,1095108
94508,2019-04-07,2019-04-12,2019-04-15,1430,de,False,132061
94509,2019-04-11,2019-05-09,2019-05-11,2800,de,False,132061
94510,2019-04-11,2019-05-08,2019-05-13,2800,de,False,132061
94514,2019-03-20,2019-05-28,2019-05-29,2242,en,False,5648714
94517,2019-04-07,2019-04-08,2019-04-12,1370,en,False,109216
94519,2019-03-08,2019-04-25,2019-04-29,1370,en,False,109216
94521,2019-03-29,2019-04-02,2019-04-04,1370,en,False,109216
94523,2019-04-14,2019-05-05,2019-05-06,1370,en,False,109216
94524,2019-04-14,2019-05-05,2019-05-06,1370,en,False,109216
94525,2019-04-15,2019-05-02,2019-05-04,2502,en,False,6317946
94526,2019-04-14,2019-04-14,2019-04-15,1370,en,False,109216
94528,2019-04-14,2019-04-14,2019-04-15,1370,en,False,109216
94529,2019-03-22,2019-04-01,2019-04-02,482,en,False,18716
94530,2019-04-08,2019-05-01,2019-05-05,482,en,False,15979
94531,2019-03-06,2019-04-05,2019-04-07,2586,de,False,1710889
94532,2019-04-10,2019-04-27,2019-05-04,2060,en,False,15979
94537,2019-04-19,2019-04-22,2019-04-23,2262,de,False,1710889
94538,2019-04-24,2019-04-24,2019-04-25,1370,en,False,98867
94539,2019-03-04,2019-04-08,2019-04-10,1370,en,False,98867
94545,2019-04-19,2019-04-27,2019-04-29,2242,en,False,2563000
94546,2019-03-28,2019-05-26,2019-05-27,482,en,False,98867
94547,2019-03-29,2019-04-29,2019-04-30,2718,en,False,98867
94548,2019-03-30,2019-04-05,2019-04-08,482,en,False,98867
94549,2019-03-31,2019-04-06,2019-04-07,436,en,False,98867
94550,2019-03-11,2019-05-15,2019-05-22,2172,en,False,4058222
94552,2019-04-25,2019-04-25,2019-04-26,1370,en,False,98867
94553,2019-04-01,2019-04-06,2019-04-07,1370,en,False,98867
94555,2019-04-05,2019-04-14,2019-04-15,1370,en,False,98867
94556,2019-04-11,2019-04-23,2019-04-25,1370,en,False,98867
94557,2019-03-23,2019-04-07,2019-04-09,482,en,False,347771
94559,2019-04-17,2019-04-26,2019-04-29,1370,en,False,98867
94560,2019-04-17,2019-04-17,2019-04-18,1370,en,False,98867
94561,2019-04-18,2019-04-22,2019-04-23,141,en,False,98867
94562,2019-04-18,2019-04-22,2019-04-24,141,en,False,98867
94564,2019-04-24,2019-05-03,2019-05-05,482,en,False,98867
94565,2019-04-24,2019-05-03,2019-05-05,1370,en,False,98867
94567,2019-04-12,2019-05-01,2019-05-02,482,en,False,78574
94568,2019-04-21,2019-04-21,2019-04-22,482,en,False,78574
94569,2019-04-22,2019-05-09,2019-05-16,482,en,False,78574
94570,2019-04-20,2019-05-18,2019-05-19,664,en,False,388046
94573,2019-03-24,2019-05-04,2019-05-06,1944,en,False,4524026
94577,2019-03-31,2019-04-12,2019-04-14,436,en,False,898691
94579,2019-04-15,2019-04-20,2019-04-21,2718,en,False,898691
94587,2019-04-18,2019-05-03,2019-05-04,1944,en,False,4524026
94588,2019-04-24,2019-05-25,2019-05-26,1944,en,False,4524026
94589,2019-03-24,2019-04-12,2019-04-13,482,en,False,47062
94590,2019-03-28,2019-04-03,2019-04-05,482,en,False,47062
94591,2019-04-13,2019-05-25,2019-05-27,482,en,False,47062
94594,2019-04-04,2019-04-26,2019-04-27,482,en,False,47062
94597,2019-04-01,2019-04-27,2019-04-28,2686,en,False,99506
94599,2019-03-19,2019-04-10,2019-04-11,482,en,False,1109416
94600,2019-04-13,2019-05-14,2019-05-18,482,en,False,107142
94601,2019-04-08,2019-04-09,2019-04-10,860,en,False,1109416
94604,2019-03-25,2019-04-18,2019-04-19,141,de,False,99480
94605,2019-03-30,2019-05-20,2019-05-22,482,en,False,693236
94606,2019-04-09,2019-05-27,2019-05-30,141,en,False,99480
94607,2019-04-16,2019-06-01,2019-06-05,482,en,False,99480
94608,2019-04-11,2019-04-29,2019-04-30,387,en,False,2671622
94610,2019-04-16,2019-04-28,2019-04-29,387,en,False,2671622
94612,2019-03-02,2019-04-05,2019-04-07,482,en,False,2266214
94619,2019-04-12,2019-05-08,2019-05-09,482,en,False,390586
94620,2019-04-18,2019-04-30,2019-05-03,2172,en,False,8505926
94621,2019-04-22,2019-04-27,2019-04-28,2172,en,False,8505926
94624,2019-04-25,2019-04-29,2019-04-30,1944,en,False,5100312
94625,2019-04-10,2019-05-01,2019-05-04,2242,en,False,1019149
94626,2019-04-25,2019-04-26,2019-04-27,1944,en,False,5100312
94627,2019-04-24,2019-05-05,2019-05-07,2242,en,False,1019149
94629,2019-04-16,2019-05-09,2019-05-10,1944,en,False,5100312
94630,2019-04-21,2019-05-08,2019-05-09,706,en,False,1019149
94632,2019-03-07,2019-04-29,2019-05-05,1944,en,False,4601410
94633,2019-03-09,2019-05-15,2019-05-17,1944,en,False,4601410
94648,2019-04-17,2019-04-20,2019-04-21,664,en,False,101445
94649,2019-03-21,2019-04-05,2019-04-06,860,nl,False,42114
94650,2019-04-17,2019-05-17,2019-05-19,1370,en,False,9265894
94652,2019-04-21,2019-04-29,2019-04-30,1370,en,False,9265894
94654,2019-04-16,2019-04-28,2019-04-29,1370,en,False,9265894
94656,2019-04-23,2019-05-13,2019-05-17,482,en,False,9265894
94657,2019-03-25,2019-05-20,2019-05-23,2242,en,False,2581670
94659,2019-03-17,2019-04-25,2019-04-27,2242,en,False,2581670
94661,2019-04-18,2019-05-06,2019-05-07,2242,en,False,2581670
94662,2019-03-28,2019-04-06,2019-04-07,38,en,False,1837615
94663,2019-03-31,2019-05-09,2019-05-12,2172,en,False,8421136
94665,2019-04-07,2019-04-10,2019-04-15,482,en,False,1267551
94666,2019-03-04,2019-04-09,2019-04-10,860,de,False,41025
94667,2019-04-08,2019-04-09,2019-04-10,860,de,False,41025
94668,2019-04-09,2019-04-09,2019-04-10,860,de,False,41025
94670,2019-03-02,2019-04-18,2019-04-22,482,fi,False,4110566
94672,2019-03-14,2019-04-01,2019-04-03,1370,en,False,7195430
94673,2019-03-23,2019-04-15,2019-04-19,1512,en,False,347061
94674,2019-04-05,2019-04-20,2019-04-21,860,nl,False,32935
94676,2019-03-23,2019-04-19,2019-04-23,664,en,False,5885920
94680,2019-03-26,2019-05-16,2019-05-17,482,en,False,8492
94681,2019-04-14,2019-05-01,2019-05-02,482,en,False,8492
94682,2019-04-02,2019-04-02,2019-04-03,267,en,False,1199614
94683,2019-04-21,2019-04-21,2019-04-22,1370,en,False,1199614
94686,2019-04-24,2019-04-24,2019-04-25,1370,en,False,1199614
94688,2019-03-25,2019-04-23,2019-04-27,1370,en,False,2924652
94689,2019-04-04,2019-04-17,2019-04-19,1370,en,False,2924652
94691,2019-03-05,2019-04-19,2019-04-20,1318,de,False,6623
94695,2019-04-01,2019-04-12,2019-04-14,1318,de,False,6623
94696,2019-04-08,2019-04-17,2019-04-18,1318,de,False,6623
94697,2019-04-24,2019-05-14,2019-05-19,1318,de,False,6623
94699,2019-04-07,2019-05-04,2019-05-06,1944,en,False,2889988
94702,2019-03-09,2019-06-01,2019-06-02,482,en,False,2051907
94707,2019-04-10,2019-04-16,2019-04-17,482,en,False,61592
94708,2019-03-20,2019-04-11,2019-04-14,482,en,False,1016149
94711,2019-04-24,2019-04-30,2019-05-02,482,en,False,1370110
94712,2019-03-25,2019-04-26,2019-04-27,482,en,False,1327432
94714,2019-04-14,2019-05-03,2019-05-04,1944,en,False,3861328
94718,2019-03-07,2019-04-12,2019-04-15,482,de,False,154005
94719,2019-04-25,2019-04-27,2019-05-04,2686,en,False,2018129
94720,2019-03-13,2019-04-22,2019-04-24,482,en,False,942175
94721,2019-04-20,2019-04-21,2019-05-04,2310,en,False,942175
94723,2019-03-13,2019-05-01,2019-05-04,2242,en,False,3139748
94724,2019-04-21,2019-04-21,2019-04-23,482,en,False,78176
94725,2019-03-17,2019-04-19,2019-04-20,1892,de,False,41144
94727,2019-04-23,2019-04-29,2019-04-30,860,en,False,12764
94729,2019-04-21,2019-05-25,2019-05-28,482,en,False,46087
94730,2019-04-06,2019-04-20,2019-04-22,2718,en,False,2019813
94733,2019-04-06,2019-04-20,2019-04-22,2718,en,False,2019813
94735,2019-04-24,2019-04-26,2019-04-27,860,en,False,893977
94736,2019-04-07,2019-04-19,2019-04-22,482,en,False,101429
94737,2019-04-24,2019-04-30,2019-05-03,64,en,False,4461466
94738,2019-04-04,2019-04-08,2019-04-12,1370,en,False,2303550
94739,2019-04-14,2019-04-14,2019-04-15,1370,en,False,2303550
94740,2019-04-14,2019-04-14,2019-04-15,1370,en,False,2303550
94741,2019-03-18,2019-04-05,2019-04-08,482,en,False,3485388
94745,2019-03-26,2019-04-01,2019-04-05,860,en,False,893977
94749,2019-04-07,2019-04-25,2019-04-26,482,en,False,3534008
94750,2019-04-07,2019-04-13,2019-04-15,860,en,False,893977
94751,2019-04-13,2019-05-18,2019-05-20,482,en,False,3534008
94752,2019-04-12,2019-04-17,2019-04-19,257,en,False,893977
94753,2019-04-15,2019-04-15,2019-04-18,257,en,False,893977
94755,2019-04-18,2019-05-10,2019-05-13,860,en,False,893977
94756,2019-04-23,2019-05-26,2019-05-30,860,en,False,893977
94758,2019-03-22,2019-04-07,2019-04-09,2718,en,False,1102980
94759,2019-04-23,2019-05-04,2019-05-06,860,en,False,893977
94761,2019-04-15,2019-04-18,2019-04-19,482,en,False,1258250
94762,2019-04-17,2019-04-25,2019-04-28,482,en,False,800016
94763,2019-03-23,2019-04-11,2019-04-12,482,en,False,1153208
94764,2019-04-17,2019-04-25,2019-04-28,482,en,False,800016
94767,2019-03-11,2019-04-03,2019-04-06,482,en,False,79591
94768,2019-04-14,2019-04-20,2019-04-21,482,en,False,79591
94771,2019-04-17,2019-04-26,2019-04-29,482,en,False,79591
94773,2019-04-17,2019-04-21,2019-04-22,482,en,False,79591
94775,2019-04-17,2019-04-26,2019-04-28,482,en,False,79591
94776,2019-03-21,2019-04-01,2019-04-05,482,en,False,65905
94777,2019-03-23,2019-05-13,2019-05-14,482,en,False,65905
94778,2019-03-23,2019-04-22,2019-04-24,482,en,False,65905
94786,2019-03-09,2019-04-01,2019-04-05,530,en,False,130541
94787,2019-03-05,2019-05-02,2019-05-05,530,en,False,130541
94788,2019-04-08,2019-04-12,2019-04-13,1158,nl,False,85513
94790,2019-04-09,2019-04-29,2019-05-02,1158,nl,False,85513
94791,2019-03-07,2019-04-11,2019-04-13,1370,en,False,98881
94792,2019-03-21,2019-04-07,2019-04-10,141,en,False,844316
94796,2019-04-08,2019-04-13,2019-04-14,860,en,False,5763998
94798,2019-04-04,2019-04-12,2019-04-13,860,en,False,5763998
94799,2019-04-12,2019-04-20,2019-04-21,860,en,False,5763998
94801,2019-04-20,2019-05-04,2019-05-05,664,en,False,5763998
94805,2019-03-18,2019-04-18,2019-04-19,820,de,False,51310
94812,2019-04-21,2019-05-03,2019-05-05,1944,en,False,4719340
94813,2019-04-24,2019-04-27,2019-04-28,2242,en,False,2841202
94816,2019-03-14,2019-04-10,2019-04-15,2060,en,False,9897248
94818,2019-04-15,2019-04-15,2019-04-16,482,en,False,9897248
94819,2019-04-25,2019-04-28,2019-04-29,2686,en,False,3253020
94823,2019-03-26,2019-04-02,2019-04-05,860,en,False,5656850
94824,2019-03-28,2019-04-01,2019-04-04,1370,en,False,218621
94825,2019-03-04,2019-05-02,2019-05-05,64,en,False,67526
94827,2019-04-09,2019-04-17,2019-04-18,482,en,False,67526
94829,2019-04-05,2019-05-30,2019-06-01,482,en,False,1990971
94830,2019-04-23,2019-05-28,2019-05-31,2028,en,False,1990971
94831,2019-04-12,2019-04-25,2019-04-29,2686,en,False,5405790
94832,2019-04-18,2019-05-04,2019-05-05,2242,en,False,5405790
94834,2019-04-07,2019-04-21,2019-04-22,436,en,False,79663
94836,2019-04-07,2019-04-18,2019-04-19,436,en,False,79663
94837,2019-04-12,2019-04-17,2019-04-18,482,en,False,79663
94839,2019-03-25,2019-04-03,2019-04-05,482,en,False,122667
94841,2019-04-07,2019-04-10,2019-04-11,482,en,False,122667
94843,2019-04-20,2019-04-20,2019-04-21,482,nl,False,122667
94844,2019-04-11,2019-05-01,2019-05-03,2242,en,False,151981
94848,2019-04-23,2019-05-05,2019-05-06,2242,en,False,151981
94856,2019-03-30,2019-04-20,2019-04-23,860,en,False,40315
94859,2019-04-23,2019-04-29,2019-04-30,482,en,False,98920
94862,2019-04-16,2019-04-16,2019-04-17,482,en,False,102243
94866,2019-03-29,2019-04-06,2019-04-08,1232,en,False,10041886
94867,2019-03-05,2019-04-23,2019-04-25,277,nb,False,18539
94868,2019-03-01,2019-04-25,2019-04-26,860,en,False,18539
94869,2019-04-01,2019-04-19,2019-04-21,482,en,False,18539
94870,2019-04-18,2019-04-26,2019-04-27,482,en,False,18539
94871,2019-04-21,2019-04-24,2019-04-25,436,en,False,674271
94872,2019-04-15,2019-04-27,2019-04-29,664,de,False,2290954
94873,2019-04-16,2019-04-17,2019-04-23,664,de,False,2290954
94876,2019-04-23,2019-04-24,2019-04-27,482,sv,False,122032
94878,2019-03-26,2019-04-06,2019-04-08,1370,en,False,2839274
94879,2019-04-12,2019-05-11,2019-05-12,1370,en,False,2839274
94880,2019-03-07,2019-04-11,2019-04-12,470,nl,False,32987
94881,2019-04-12,2019-05-11,2019-05-12,1370,en,False,2839274
94888,2019-03-30,2019-05-13,2019-05-20,470,en,False,32987
94891,2019-03-30,2019-04-11,2019-04-13,470,en,False,32987
94893,2019-04-06,2019-04-10,2019-04-16,470,en,False,32987
94894,2019-04-10,2019-04-27,2019-04-29,860,en,False,32987
94895,2019-04-22,2019-05-18,2019-05-24,470,en,False,32987
94896,2019-04-05,2019-04-05,2019-04-06,1370,en,False,4486724
94897,2019-04-24,2019-04-25,2019-04-26,470,en,False,32987
94898,2019-04-15,2019-04-19,2019-04-21,1370,en,False,4486724
94899,2019-04-16,2019-04-26,2019-04-27,1758,fi,False,1932287
94900,2019-04-17,2019-04-17,2019-04-18,482,en,False,4486724
94901,2019-04-02,2019-05-24,2019-05-26,1758,fi,False,41401
94903,2019-04-02,2019-05-22,2019-05-23,1758,fi,False,41401
94905,2019-04-15,2019-04-28,2019-04-29,1944,en,False,11341606
94906,2019-04-11,2019-05-03,2019-05-04,860,sv,False,41401
94908,2019-04-12,2019-05-16,2019-05-19,482,en,False,41401
94911,2019-04-15,2019-05-04,2019-05-05,860,sv,False,41401
94912,2019-04-22,2019-04-28,2019-04-29,482,en,False,41401
94913,2019-03-17,2019-05-30,2019-06-02,1512,en,False,60879
94914,2019-03-14,2019-04-04,2019-04-05,482,en,False,60879
94915,2019-03-14,2019-04-15,2019-04-17,1232,en,False,60879
94916,2019-04-22,2019-04-22,2019-04-24,482,en,False,60879
94918,2019-04-18,2019-04-27,2019-05-01,664,en,False,80581
94928,2019-04-17,2019-04-26,2019-04-28,482,en,False,68762
94932,2019-04-25,2019-04-26,2019-04-30,21,en,False,1107118
94933,2019-04-25,2019-04-29,2019-05-05,21,en,False,1107118
94934,2019-04-24,2019-05-02,2019-05-05,482,en,False,4712608
94937,2019-02-27,2019-04-27,2019-05-18,482,sv,False,1110027
94938,2019-04-21,2019-04-27,2019-04-28,436,en,False,65456
94940,2019-04-24,2019-04-30,2019-05-01,470,de,False,1330781
94941,2019-03-13,2019-05-23,2019-05-29,289,en,False,8866
94942,2019-04-24,2019-05-02,2019-05-07,289,en,False,8866
94947,2019-04-25,2019-04-27,2019-05-03,482,en,False,77432
94951,2019-04-23,2019-05-02,2019-05-09,64,en,False,1003465
94957,2019-04-22,2019-04-27,2019-05-01,2060,nl,False,12251
94965,2019-04-20,2019-05-03,2019-05-05,2242,en,False,4913588
94966,2019-04-21,2019-05-02,2019-05-03,436,en,False,2646786
94967,2019-04-10,2019-04-28,2019-04-29,2242,en,False,4926604
94976,2019-04-24,2019-05-02,2019-05-03,1370,en,False,109095
94977,2019-02-27,2019-05-24,2019-05-26,1304,en,False,66801
94978,2019-03-16,2019-05-01,2019-05-06,2024,en,False,66801
94980,2019-03-23,2019-05-24,2019-05-27,2754,en,False,66801
94981,2019-03-29,2019-05-04,2019-05-05,2754,en,False,66801
94982,2019-04-24,2019-04-27,2019-04-28,2028,en,False,1306375
94983,2019-04-12,2019-04-27,2019-04-28,860,en,False,468721
94985,2019-04-10,2019-05-04,2019-05-05,664,en,False,506511
94986,2019-04-24,2019-05-04,2019-05-05,482,en,False,506511
95026,2019-04-18,2019-04-28,2019-05-01,482,en,False,2057092
95027,2019-04-26,2019-04-26,2019-04-27,1304,en,False,44296
95028,2019-04-26,2019-05-12,2019-05-13,482,en,False,998109
95029,2019-04-26,2019-05-01,2019-05-03,860,en,False,6167882
95030,2019-04-26,2019-04-28,2019-04-29,2172,en,False,5969942
95032,2019-04-26,2019-05-01,2019-05-03,1944,en,False,6734486
95033,2019-04-26,2019-05-10,2019-05-12,1944,en,False,6734486
95034,2019-04-27,2019-04-27,2019-04-28,1944,en,False,12726992
95037,2019-04-26,2019-05-03,2019-05-04,1944,en,False,11247766
95038,2019-04-27,2019-04-27,2019-04-28,1944,en,False,11247766
95039,2019-04-26,2019-04-26,2019-04-27,1944,en,False,5952554
95040,2019-04-26,2019-04-27,2019-04-28,2172,en,False,8261548
95041,2019-04-26,2019-04-28,2019-04-29,2242,en,False,343686
95042,2019-04-26,2019-04-28,2019-04-29,2242,en,False,2664668
95043,2019-04-26,2019-04-26,2019-04-27,1944,en,False,6654894
95044,2019-04-26,2019-04-28,2019-04-29,1944,en,False,6654894
95045,2019-04-26,2019-04-26,2019-04-27,1944,en,False,6654894
95048,2019-04-26,2019-04-27,2019-04-30,1944,en,False,1258210
95049,2019-04-26,2019-05-11,2019-05-17,482,da,False,10674294
95050,2019-04-26,2019-05-17,2019-05-18,1232,en,False,8846
95051,2019-04-26,2019-05-20,2019-05-22,1806,en,False,8846
95055,2019-04-26,2019-04-26,2019-04-28,860,en,False,8846
95056,2019-04-25,2019-05-03,2019-05-06,482,en,False,8846
95057,2019-04-26,2019-05-26,2019-05-29,2242,en,False,692841
95058,2019-04-26,2019-05-03,2019-05-04,482,en,False,67882
95059,2019-04-26,2019-05-19,2019-05-21,1422,de,False,1663677
95060,2019-04-27,2019-04-27,2019-04-28,2172,en,False,6891608
95061,2019-04-26,2019-04-26,2019-04-28,297,en,False,66515
95062,2019-04-26,2019-04-30,2019-05-03,1370,en,False,1450683
95063,2019-04-26,2019-05-09,2019-05-10,1370,en,False,54912
95064,2019-04-26,2019-05-05,2019-05-06,1370,en,False,54912
95065,2019-04-26,2019-04-26,2019-04-27,2686,en,False,8991210
95066,2019-04-26,2019-05-31,2019-06-01,1232,en,False,8552
95068,2019-04-26,2019-05-17,2019-05-19,1232,en,False,8552
95070,2019-04-26,2019-05-28,2019-05-29,1232,en,False,8552
95072,2019-04-26,2019-05-17,2019-05-19,1232,en,False,8552
95073,2019-04-26,2019-04-27,2019-04-28,1304,en,False,8552
95074,2019-04-26,2019-04-26,2019-04-27,2754,en,False,8552
95076,2019-04-26,2019-04-26,2019-04-29,482,en,False,69155
95077,2019-04-26,2019-06-01,2019-06-02,2686,en,False,2714722
95080,2019-04-26,2019-04-27,2019-04-28,860,en,False,11367
95082,2019-04-26,2019-06-01,2019-06-02,482,en,False,1292970
95083,2019-04-26,2019-04-27,2019-04-28,1758,de,False,20418
95085,2019-04-26,2019-05-06,2019-05-07,1512,en,False,747336
95086,2019-04-26,2019-06-01,2019-06-03,2754,en,False,56047
95087,2019-04-26,2019-04-26,2019-04-27,2172,en,False,8880550
95088,2019-04-25,2019-05-13,2019-05-15,64,en,False,60343
95089,2019-04-26,2019-04-28,2019-04-29,2172,en,False,2788802
95090,2019-04-26,2019-05-05,2019-05-06,1512,en,False,3070786
95092,2019-04-26,2019-05-01,2019-05-02,1944,en,False,9858142
95093,2019-04-26,2019-04-27,2019-04-28,2242,en,False,7183996
95094,2019-04-26,2019-04-27,2019-04-29,2172,en,False,4549076
95095,2019-04-26,2019-05-25,2019-05-26,860,en,False,47151
95096,2019-04-26,2019-04-28,2019-05-02,1944,en,False,9768800
95097,2019-04-26,2019-05-21,2019-05-24,1232,en,False,58464
95100,2019-04-26,2019-04-27,2019-04-28,2172,en,False,9263618
95101,2019-04-26,2019-04-26,2019-04-28,2172,en,False,8103166
95102,2019-04-26,2019-04-27,2019-04-28,860,en,False,12812
95103,2019-04-26,2019-04-27,2019-04-28,2172,en,False,9033334
95104,2019-04-26,2019-04-27,2019-04-28,281,en,False,1829907
95105,2019-04-26,2019-04-27,2019-04-28,2172,en,False,4904212
95106,2019-04-26,2019-05-10,2019-05-11,2172,en,False,9467670
95107,2019-04-08,2019-04-27,2019-04-28,2754,en,False,2468500
95110,2019-04-26,2019-04-27,2019-04-28,1944,en,False,991313
95111,2019-04-27,2019-04-27,2019-04-28,1944,en,False,11494764
95112,2019-04-26,2019-05-21,2019-05-22,1944,en,False,9289440
95113,2019-04-26,2019-04-27,2019-04-28,1944,en,False,9289440
95114,2019-04-26,2019-04-28,2019-04-29,1944,en,False,6002504
95115,2019-04-26,2019-04-28,2019-04-29,1944,en,False,6002504
95116,2019-04-27,2019-05-27,2019-05-28,1944,en,False,2570678
95117,2019-04-27,2019-05-27,2019-05-28,1944,en,False,2570678
95118,2019-04-26,2019-05-03,2019-05-05,1944,en,False,5654950
95119,2019-04-26,2019-04-27,2019-04-28,1944,en,False,4586718
