item_id,city,country,stars,room_count,overall_liking,based_on,hotel_type_id
6668198,Lake Elizabethfurt,Martinique,0,,7603.0,142,2
7188906,Hughesfurt,Puerto Rico,3,28.0,9198.0,816,2
7368352,Arnoldton,Puerto Rico,3,24.0,9023.0,760,2
7718136,Kingside,Indonesia,4,,8871.0,172,2
8018992,West Diane,Puerto Rico,3,42.0,9071.0,1023,2
8251746,East Tinaborough,Martinique,3,,8396.0,744,2
1985331,New Doris,Puerto Rico,4,67.0,7698.0,585,2
2097982,New Donald,Nigeria,4,7.0,9544.0,1587,3
2126648,West Alyssa,Colombia,4,225.0,9168.0,1386,2
2208342,Shafferport,Nigeria,0,22.0,8102.0,392,5
2266820,Lake Williamfort,Puerto Rico,4,32.0,8916.0,2203,2
2269022,Alisonport,Cape Verde,2,,8827.0,315,2
2394304,Port Anthonytown,Nigeria,4,,8253.0,790,53
2424866,Rogerschester,Puerto Rico,3,50.0,8118.0,1090,2
2459766,Duncanmouth,Palau,1,7.0,8226.0,275,3
2599922,Lake Garrett,Puerto Rico,2,15.0,8227.0,512,2
2639868,Lake Barbara,Puerto Rico,2,,7445.0,1140,2
2660722,Lake Ann,Puerto Rico,3,25.0,8315.0,1458,2
2664668,Millerstad,Puerto Rico,0,26.0,7938.0,117,53
2804472,Jillmouth,Puerto Rico,4,73.0,7469.0,629,2
2827325,Lake Barbara,Puerto Rico,3,12.0,8351.0,883,2
2970334,Lake Christine,Poland,4,186.0,7645.0,1978,2
3061964,West Cristinaborough,Nigeria,4,311.0,8723.0,5436,2
3122474,North Laurenville,Cape Verde,3,206.0,8371.0,3396,2
3141476,Simston,United Arab Emirates,5,1.0,8735.0,788,2
3150152,Crystalberg,Cape Verde,3,194.0,9366.0,1801,2
3478094,North Paulport,Colombia,0,208.0,8679.0,2601,2
3499544,South Russell,Indonesia,4,43.0,9185.0,2066,2
3501334,North Scottchester,Canada,3,14.0,8692.0,217,3
3952008,Kimberlystad,Bouvet Island (Bouvetoya),0,,8857.0,2147,53
3984738,Pachecoland,Puerto Rico,3,,,0,2
4058222,Drakemouth,Puerto Rico,3,14.0,8848.0,895,2
4571680,Rogerschester,Puerto Rico,3,20.0,8204.0,841,6
4742160,New Denise,Puerto Rico,1,20.0,,0,2
4828764,East Angela,Puerto Rico,3,,7663.0,52,2
4850052,Port Carol,Martinique,3,222.0,8995.0,667,2
5143694,East Bradleymouth,Colombia,4,,6573.0,2118,2
5163164,New Christopher,Paraguay,3,19.0,7719.0,52,2
5703034,Sullivanton,Puerto Rico,4,30.0,8835.0,928,2
5837492,Danielberg,Puerto Rico,3,35.0,9202.0,5450,2
6318040,Port Jamesmouth,Cambodia,0,,8074.0,53,2
6352062,Christinestad,Puerto Rico,0,,7929.0,21,2
6820568,Briannamouth,Puerto Rico,0,,8177.0,60,2
7313418,West Adamville,Nigeria,0,,8062.0,425,6
8003422,West Diane,Puerto Rico,3,,8182.0,622,2
1389156,Greenton,Puerto Rico,3,159.0,7862.0,308,2
1458725,Lake Patriciaview,Lesotho,5,,8989.0,199,2
1487749,Pachecoland,Puerto Rico,4,54.0,7463.0,275,2
1593257,New Matthew,Cape Verde,2,76.0,8384.0,847,2
1837449,Annaside,Bouvet Island (Bouvetoya),3,205.0,6891.0,236,2
1892171,Baldwinville,Puerto Rico,3,48.0,7774.0,27,2
1956093,Kristinashire,Cape Verde,2,102.0,8509.0,7377,2
2099156,Pachecoland,Puerto Rico,3,21.0,8207.0,1113,2
2103790,Johnsonfort,Saint Lucia,3,30.0,7711.0,53,53
2117216,Port Carol,Martinique,0,21.0,7108.0,560,3
2127092,Baldwinville,Puerto Rico,3,13.0,7356.0,103,2
2149286,Murphyton,Martinique,0,100.0,7206.0,513,2
2155616,New Amanda,Martinique,3,6.0,8005.0,104,3
2353450,West Pamelamouth,Cape Verde,2,16.0,8784.0,638,5
2440848,South Jefferyburgh,Croatia,2,36.0,8198.0,97,2
2555276,Ryanfort,Morocco,0,,7425.0,276,8
2653562,New Tara,Cape Verde,3,49.0,8292.0,2601,2
2663134,Randyville,Puerto Rico,4,,7670.0,394,53
2686147,Jordanburgh,Pitcairn Islands,4,331.0,8900.0,2741,2
2783068,Trevinoborough,Puerto Rico,3,22.0,8505.0,549,2
2991684,Jonesville,Poland,4,398.0,7917.0,2609,2
3142298,Arnoldton,Puerto Rico,3,1.0,8991.0,938,2
3161182,Kingside,Indonesia,0,6.0,8621.0,292,3
3250653,Adamborough,Colombia,5,198.0,8656.0,693,2
3365660,Troystad,Gambia,3,174.0,8487.0,2576,2
3382032,New Scott,Puerto Rico,2,31.0,7833.0,252,53
3435294,South Kimberly,Cape Verde,3,514.0,,0,53
3756852,Lake Lindsay,Puerto Rico,3,1.0,7320.0,549,2
3789678,Samanthaville,Indonesia,3,150.0,8229.0,3048,2
4605104,South Margaret,Puerto Rico,0,11.0,8000.0,168,2
4623050,East Keith,Burkina Faso,0,50.0,8841.0,1237,9
4696774,Jacobfurt,Puerto Rico,2,,7934.0,20,2
4917880,West Rubenport,Paraguay,0,,8649.0,768,9
5007746,Port Aaron,Puerto Rico,5,211.0,8612.0,400,2
5098254,Port Marissaberg,Puerto Rico,0,,7908.0,90,2
5160662,Briannamouth,Puerto Rico,4,26.0,7860.0,191,2
5849540,New Raymond,Martinique,0,,7138.0,96,2
5915112,Turnerbury,Puerto Rico,3,,8293.0,212,2
5997332,South Robert,Puerto Rico,3,,8995.0,1019,2
6025514,West Carla,Cape Verde,0,,8463.0,298,2
6311488,Rogerschester,Puerto Rico,3,20.0,8196.0,1076,2
6474032,Sierrachester,Puerto Rico,4,,,0,2
6732420,Michelemouth,Falkland Islands (Malvinas),3,20.0,8471.0,119,2
6916202,Lake Lindsay,Puerto Rico,0,,7771.0,156,2
6918998,Jamesside,Nigeria,0,,8892.0,260,2
7358092,New Courtneyhaven,Puerto Rico,3,,8664.0,1081,2
7821070,West Rose,Bahamas,0,,8114.0,310,2
8224530,East Stacey,Puerto Rico,3,33.0,7907.0,30,2
8749186,North Patrickton,Gambia,0,,,0,8
9249940,Harrisstad,Puerto Rico,3,,9415.0,859,2
5483,Dawnside,Colombia,0,60.0,8026.0,2459,2
6496,East Saraside,Colombia,5,262.0,8613.0,6244,2
16744,West Alison,Ethiopia,4,605.0,7678.0,4146,2
17074,Kingside,Indonesia,4,67.0,8641.0,768,2
18856,Lopezburgh,Martinique,4,95.0,7793.0,1498,2
32935,South Mary,Switzerland,5,173.0,9062.0,2711,2
39532,New John,Netherlands,4,203.0,8363.0,842,6
40934,West Alison,Ethiopia,4,413.0,8092.0,2699,2
41225,Ashleyshire,Sierra Leone,4,200.0,7640.0,1189,2
41670,Tyroneland,Netherlands,4,76.0,8600.0,345,2
43442,West Alicia,Palestinian Territory,3,68.0,7183.0,3767,2
44059,Martinfurt,Palestinian Territory,3,144.0,7529.0,815,2
48149,Lake Elizabethfurt,Martinique,4,1054.0,7485.0,17059,2
48510,Michelemouth,Falkland Islands (Malvinas),4,187.0,7892.0,2579,2
54026,West Rose,Bahamas,3,99.0,8068.0,2792,2
54912,Burgessstad,Nigeria,4,147.0,7946.0,2185,2
57639,West Daniel,Cape Verde,3,162.0,7803.0,1811,53
58681,Lake Thomas,Cape Verde,3,271.0,8175.0,11637,2
63021,South Kimberly,Cape Verde,3,94.0,9054.0,1800,6
64002,West Amymouth,Cape Verde,2,74.0,7884.0,3418,2
67466,South Kimberly,Cape Verde,3,444.0,7495.0,3215,2
67564,Joneshaven,Cape Verde,3,242.0,8275.0,3795,2
67971,South Matthewton,Cape Verde,2,100.0,7089.0,845,2
68770,New Jonton,Cape Verde,4,561.0,8497.0,2599,2
68884,Melissamouth,Cape Verde,3,147.0,6840.0,2627,2
71011,West Tammyport,Cape Verde,2,120.0,6425.0,733,2
73459,Walkerton,Cape Verde,3,337.0,8426.0,2611,2
77321,Lake Joe,Cape Verde,3,503.0,7445.0,2951,2
77521,Jenniferside,Cape Verde,2,105.0,8497.0,6485,2
78012,New Veronica,Cape Verde,3,130.0,6631.0,1867,2
79209,East Tinaborough,Cape Verde,3,92.0,7207.0,1810,2
79755,Mariomouth,Cape Verde,2,,7671.0,2343,2
79861,Walkershire,Cape Verde,2,,8279.0,1799,2
87402,Angelaberg,Yemen,4,55.0,5500.0,286,2
92497,Cochranview,Nigeria,5,255.0,8528.0,4094,2
95920,North Nicholas,Croatia,5,556.0,8002.0,1817,2
96552,Kellyfurt,Croatia,4,7.0,8293.0,263,2
99562,Jasontown,Puerto Rico,4,190.0,7097.0,2477,2
100274,South Virginiafort,Turkmenistan,4,399.0,7991.0,3555,2
101992,Cochranview,Nigeria,4,,7895.0,3733,8
102085,West Adamville,Nigeria,3,61.0,7741.0,3361,6
106248,Cruzport,Gambia,4,383.0,8295.0,1179,2
109156,West Adamville,Nigeria,3,179.0,6773.0,3121,2
109990,Port Angela,Martinique,4,218.0,6693.0,1875,2
110910,East Deborahhaven,Croatia,4,241.0,7924.0,1773,2
118130,Jasonberg,Cape Verde,3,232.0,7088.0,7107,53
137350,Lake Misty,Martinique,4,34.0,8116.0,451,2
140836,Williamsmouth,Cape Verde,4,357.0,8452.0,1352,2
148073,Rodgersview,Indonesia,4,108.0,6471.0,198,2
153060,South Sarah,Martinique,4,297.0,8279.0,4075,2
160846,South Tasha,Colombia,3,27.0,6844.0,780,2
315876,Dennismouth,Cape Verde,4,258.0,7295.0,2704,2
401531,New Cody,India,4,309.0,8894.0,6856,2
469016,Briannamouth,Puerto Rico,4,34.0,8026.0,324,2
492151,Jeffreychester,Gambia,3,239.0,8360.0,823,2
496091,North Coreyland,Croatia,4,266.0,7127.0,1129,2
550426,West Stephanie,Cape Verde,2,,7741.0,771,2
550541,Josephside,Cape Verde,2,,7523.0,314,2
666891,Jamesside,Nigeria,3,16.0,7737.0,587,2
692166,South Brianshire,Martinique,3,39.0,6994.0,1086,2
747126,Lake Michaeltown,Colombia,4,191.0,8234.0,1272,2
773278,Lake Bradley,Puerto Rico,3,49.0,7706.0,415,2
818801,Higginsland,Bouvet Island (Bouvetoya),3,16.0,8659.0,456,2
832831,East Jamesmouth,Cape Verde,2,40.0,6578.0,835,2
899453,Rollinstown,Martinique,3,25.0,8036.0,294,2
942209,Briannamouth,Puerto Rico,4,49.0,7418.0,645,2
961319,Kingside,Indonesia,4,120.0,7924.0,3079,2
971541,Joshuahaven,Cape Verde,2,,8244.0,2008,2
1022843,New Ericport,Puerto Rico,3,60.0,8013.0,1392,2
1050346,East Keith,Burkina Faso,0,10.0,8367.0,829,9
1153338,South Patrick,Cape Verde,2,,8333.0,1132,2
1153366,East Anna,Morocco,4,47.0,8830.0,1822,6
1277142,Troystad,Gambia,3,142.0,8343.0,1366,2
1322308,Smithton,Sierra Leone,2,33.0,6852.0,1684,2
1336142,Port Wendy,Morocco,0,,6920.0,954,5
1510315,Jacksonmouth,Croatia,3,130.0,6756.0,313,2
1584495,South Paulshire,Saint Lucia,3,30.0,7783.0,188,2
1710973,North Brianborough,Cape Verde,0,35.0,8293.0,1617,2
1719407,North Denise,Bouvet Island (Bouvetoya),3,,6518.0,830,2
1816133,West Edward,Puerto Rico,4,30.0,8015.0,830,2
1829907,Port Gregoryberg,Morocco,4,263.0,9047.0,4593,2
1834883,West Alison,Ethiopia,4,888.0,6932.0,6169,2
1955407,Feliciaside,Puerto Rico,2,8.0,7778.0,172,2
1980621,Pachecoland,Puerto Rico,3,22.0,7195.0,58,2
1981225,East Amanda,Croatia,3,20.0,6938.0,158,2
2036833,Sullivanton,Puerto Rico,3,30.0,9324.0,22262,2
2299370,Amyberg,Saint Pierre and Miquelon,4,62.0,7962.0,1462,2
2512302,New Cody,India,4,90.0,8480.0,1433,2
2548036,North Laurenville,Cape Verde,3,225.0,8826.0,5321,2
2645416,Lake Elizabeth,Puerto Rico,3,19.0,7508.0,267,2
2662394,South Robert,Puerto Rico,3,58.0,9039.0,1230,2
2663141,Meganton,Puerto Rico,3,,8234.0,858,2
2715385,New Joannamouth,Palau,0,3.0,8143.0,103,6
2895174,Samanthaville,Indonesia,0,18.0,7670.0,1506,3
2941524,Thompsonbury,Nigeria,0,18.0,8090.0,113,11
3183376,Longfort,Turkmenistan,4,843.0,8151.0,601,53
3224066,Arnoldton,Puerto Rico,0,280.0,7709.0,1061,2
3748268,Steelebury,Cook Islands,4,14.0,8250.0,320,2
3855952,Arnoldton,Puerto Rico,0,,8096.0,570,2
3953684,Meyersland,Cape Verde,0,,9084.0,781,2
3990788,Edwardtown,Puerto Rico,4,63.0,8215.0,197,2
4028362,Millerfurt,Puerto Rico,4,,8045.0,151,2
4055288,Pachecoland,Puerto Rico,3,,8688.0,1292,2
4242454,South Kimberly,Cape Verde,3,162.0,8871.0,1568,53
4585126,Port Aaron,Puerto Rico,4,30.0,7414.0,517,2
4689450,New Doris,Puerto Rico,3,18.0,7246.0,64,2
4696478,Lake Nathan,Netherlands,0,,8077.0,43,9
4944558,Greenton,Puerto Rico,3,,9235.0,1006,2
5103748,Annaside,Bouvet Island (Bouvetoya),0,311.0,8469.0,2076,2
5107890,Rodriguezmouth,Nigeria,4,5.0,9001.0,188,5
5137490,Higginsview,Puerto Rico,3,197.0,7731.0,817,2
5405294,Ericchester,Cape Verde,5,263.0,9282.0,712,2
5405808,Aguilarshire,Vanuatu,4,258.0,9152.0,3096,2
5486464,Ortegachester,Cape Verde,0,,8713.0,639,6
5487708,Kingside,Indonesia,4,108.0,8431.0,614,2
5610166,Smithton,Sierra Leone,3,137.0,6704.0,2440,2
5841052,North Heather,Puerto Rico,0,,7654.0,66,2
5854736,Jasontown,Puerto Rico,0,,8366.0,327,2
5952094,West Erikbury,Cape Verde,0,,6462.0,458,2
6060248,Lindsaybury,Puerto Rico,0,,,0,2
6235254,North James,Nigeria,0,,8350.0,24,3
6273874,South Diana,Cape Verde,3,,8860.0,302,2
6695582,Jasontown,Puerto Rico,3,,8631.0,1165,2
7751594,Jasontown,Puerto Rico,3,,8647.0,903,2
8161244,Frostton,Cape Verde,0,,8460.0,78,8
9913962,Lake Thomas,Cape Verde,4,,8469.0,603,2
10502150,Sullivanton,Puerto Rico,3,,8967.0,230,2
10553184,Harrisstad,Puerto Rico,3,,8373.0,759,2
11399532,Jacobtown,Nigeria,0,,,0,8
8538,East Jonathan,Cape Verde,3,92.0,7300.0,3564,2
8841,North Laurenville,Cape Verde,4,597.0,6911.0,20691,2
8895,North Laurenville,Cape Verde,4,426.0,8624.0,9572,2
9196,Guymouth,Cook Islands,5,496.0,8057.0,1440,53
11950,Michelemouth,Falkland Islands (Malvinas),3,40.0,7503.0,851,2
12320,Michelemouth,Falkland Islands (Malvinas),4,36.0,8511.0,1501,2
12503,Ericton,Somalia,4,,8336.0,6097,2
12511,Ericton,Somalia,3,40.0,6507.0,2535,2
12644,South Sarah,Martinique,3,363.0,6209.0,7475,2
14056,Angelaberg,Yemen,5,457.0,7705.0,1971,2
17934,Matthewburgh,Colombia,4,44.0,8943.0,1236,2
18972,Parkermouth,Martinique,4,83.0,8134.0,1872,2
33860,Port Cherylburgh,Northern Mariana Islands,4,194.0,8263.0,496,2
41433,Smithton,Sierra Leone,4,60.0,8452.0,820,2
42856,New Scottton,Turkmenistan,4,470.0,8361.0,1378,2
46623,Lake Elizabethfurt,Martinique,4,442.0,6470.0,6643,2
48466,Michelemouth,Falkland Islands (Malvinas),4,108.0,7444.0,2044,2
49428,Lydiaview,Falkland Islands (Malvinas),4,82.0,7862.0,750,2
55027,West Adamville,Nigeria,4,,7440.0,1434,6
63584,North Beverly,Cape Verde,3,111.0,7750.0,3381,2
66216,Brooksside,Cape Verde,3,57.0,8672.0,884,2
68071,New Jonton,Cape Verde,4,491.0,8249.0,2510,2
70965,East Tyler,Cape Verde,2,96.0,6629.0,1124,2
72614,Joneshaven,Cape Verde,3,265.0,8351.0,2091,2
74942,Lake Jessechester,Cape Verde,2,,7952.0,1131,5
79389,New Patricia,Cape Verde,4,487.0,8684.0,2320,53
96695,Melissaville,Ghana,0,36.0,7573.0,140,3
97990,Lake Emily,Panama,5,503.0,8225.0,573,2
102137,Savagefurt,Cape Verde,3,901.0,9057.0,6606,53
109488,West Rose,Bahamas,4,325.0,8191.0,7666,2
122728,Gibsontown,Colombia,3,31.0,7542.0,1599,2
152982,New Alexis,Cape Verde,3,76.0,8240.0,1009,2
153350,West Amymouth,Cape Verde,3,341.0,7947.0,2851,2
375121,South Nathan,Cape Verde,1,,6039.0,1111,5
391206,Murrayside,Martinique,0,7.0,7690.0,2892,9
407561,Mcgeeburgh,Martinique,3,17.0,8383.0,370,2
440386,Lake Joelview,Cape Verde,3,58.0,8291.0,649,5
445456,Port Amandafort,Croatia,4,345.0,7175.0,1746,2
501646,Anthonyfort,Cape Verde,4,289.0,5904.0,2512,2
561606,Jeanstad,Cape Verde,3,75.0,8520.0,682,2
838621,West Brandi,Cape Verde,2,,8066.0,1500,2
875191,North Katherine,Cape Verde,2,120.0,9000.0,866,2
875236,Patrickton,Cape Verde,2,132.0,8061.0,2413,2
881465,South Johnside,Colombia,0,74.0,8444.0,1327,2
912835,East Amy,Estonia,4,115.0,9454.0,1448,53
927195,Port Rachelburgh,Croatia,4,68.0,8144.0,3227,2
947581,Port Norma,Martinique,3,10.0,7344.0,813,2
950123,South Richard,Nigeria,5,158.0,8568.0,2620,2
954651,Harrisstad,Puerto Rico,3,18.0,9161.0,971,2
991921,New James,Croatia,3,71.0,7833.0,666,6
1014601,Lake Aaron,United Kingdom,3,40.0,7332.0,931,2
1016515,East Michael,Croatia,3,22.0,6709.0,177,2
1107458,Lake Michele,Netherlands,4,90.0,8810.0,998,2
1170305,Port Lindsey,Cape Verde,4,400.0,8476.0,4712,2
1297838,Port Barbaramouth,Palestinian Territory,2,50.0,8765.0,3076,2
1323801,Kaiserberg,United Kingdom,3,42.0,7767.0,840,2
1352936,West Ginaview,Puerto Rico,3,15.0,7778.0,268,2
1357312,Drakemouth,Puerto Rico,2,23.0,7313.0,634,2
1363677,Lake Emily,Panama,5,30.0,7894.0,538,2
1407914,Jasontown,Puerto Rico,3,49.0,7322.0,449,2
1436654,North Sabrina,Cape Verde,3,74.0,9222.0,1369,2
1440025,Cobbview,Cape Verde,2,,8608.0,1464,2
1490199,Port Michael,Cape Verde,2,,7022.0,48,5
1542327,Garzabury,Puerto Rico,2,90.0,7100.0,102,2
1683031,South Patrick,Switzerland,3,16.0,8492.0,485,2
1719791,West Aprilton,Cape Verde,2,,7670.0,524,2
1839615,Port Katherine,Martinique,4,9.0,8681.0,372,3
1969465,North Laurenville,Cape Verde,3,30.0,7871.0,432,2
1990939,Port Cherylburgh,Northern Mariana Islands,4,62.0,8474.0,292,2
2053183,Tonyachester,Cape Verde,2,,8883.0,2527,2
2158482,Beverlyland,Saint Lucia,3,77.0,7960.0,3168,2
2195936,Walkershire,Cape Verde,3,158.0,8978.0,602,2
2215914,Jessicamouth,Puerto Rico,4,30.0,7634.0,645,2
2239690,Andrewland,Martinique,3,285.0,8464.0,7813,2
2598034,Turnerbury,Puerto Rico,3,28.0,9309.0,6087,2
2602638,Jeffreyfurt,Puerto Rico,1,20.0,7698.0,90,2
2627269,North Michelle,Colombia,5,481.0,8514.0,4731,2
2663133,Meganton,Puerto Rico,0,30.0,7710.0,643,2
2664874,Leeland,Puerto Rico,3,,7640.0,855,2
2665328,Michaelstad,Puerto Rico,2,,7535.0,111,2
2733176,East Dalefort,Antarctica (the territory South of 60 deg S),5,150.0,8699.0,1333,2
3151554,Andersonland,Puerto Rico,3,18.0,7420.0,1457,2
3183052,Port Peter,Burkina Faso,4,126.0,8407.0,710,2
3191218,West Diane,Puerto Rico,4,107.0,8164.0,770,2
3212018,Arnoldton,Puerto Rico,2,1.0,7980.0,109,2
3229834,Lake Ann,Puerto Rico,4,45.0,7871.0,761,2
3246682,North Laurenville,Cape Verde,4,184.0,8748.0,544,2
3492524,South Brettshire,Cape Verde,0,1.0,8654.0,725,2
3793744,Drakemouth,Puerto Rico,3,,7908.0,111,53
3797678,Jasontown,Puerto Rico,3,,9133.0,1680,2
3864926,Port Marissaberg,Puerto Rico,2,,7904.0,431,2
3878068,Leeland,Puerto Rico,2,12.0,7853.0,89,2
4036652,Lake Zacharyville,Puerto Rico,3,,7740.0,79,53
4080398,Lake Williamfort,Puerto Rico,2,,7535.0,150,3
4080968,Drakemouth,Puerto Rico,3,34.0,9416.0,16026,2
4192598,Leeland,Puerto Rico,4,44.0,,0,53
4278866,Lake Justin,Sao Tome and Principe,0,32.0,7295.0,668,2
4319198,Lake Matthew,Sierra Leone,4,40.0,7563.0,102,53
4370936,Jacobfurt,Puerto Rico,0,,7565.0,527,2
4488780,Lake Bradley,Puerto Rico,3,18.0,9150.0,1940,2
4522088,Port Aaron,Puerto Rico,3,14.0,8950.0,843,2
4716870,Lake Elizabethfurt,Martinique,3,30.0,6749.0,1684,6
4775844,Greenton,Puerto Rico,3,39.0,9167.0,12959,2
4893726,Larrytown,Puerto Rico,0,,7750.0,628,8
4913588,Kevinshire,Puerto Rico,2,,7629.0,68,2
4926604,New David,Puerto Rico,2,13.0,7706.0,149,2
4991220,Troystad,Gambia,3,292.0,8183.0,2899,2
5057426,West Priscilla,Philippines,0,11.0,8621.0,92,53
5077520,Garyhaven,Cook Islands,5,400.0,8640.0,105,2
5119500,North Patrickstad,Vanuatu,4,425.0,8781.0,4542,2
5194564,North Laura,Cape Verde,0,,7244.0,487,2
5206482,Kingside,Indonesia,4,33.0,8176.0,999,2
5779842,New Angela,Paraguay,0,,8089.0,141,5
5800424,West Mark,Croatia,0,,9251.0,103,8
5965998,Arnoldton,Puerto Rico,3,12.0,9094.0,3286,2
6270002,South Michael,Nigeria,4,30.0,8858.0,1760,6
6317944,Sullivanton,Puerto Rico,3,,7744.0,1191,2
7171270,South Lorishire,Yemen,0,,,0,53
7313624,Turnerbury,Puerto Rico,3,,7868.0,112,2
7342426,Higginsview,Puerto Rico,3,48.0,8917.0,1008,2
7358440,Randyville,Puerto Rico,3,,7859.0,34,53
7384290,New Angel,Puerto Rico,3,,7901.0,2234,2
7928582,Jamesside,Nigeria,0,,8585.0,132,6
5694,North Paulport,Colombia,4,160.0,7579.0,3760,2
7178,Leeburgh,Croatia,4,245.0,7666.0,1945,2
8386802,Rogerschester,Puerto Rico,3,,8617.0,631,2
8597182,Douglasside,Puerto Rico,3,,9282.0,950,2
8804886,New Doris,Puerto Rico,0,,,0,2
9727600,West Craig,Nigeria,0,,8827.0,183,2
9797480,Samanthahaven,Puerto Rico,0,,,0,8
9830216,Mcdonaldbury,Puerto Rico,0,,7864.0,21,53
9970546,Arnoldton,Puerto Rico,3,,9528.0,1059,2
10212654,Harrisstad,Puerto Rico,3,,9049.0,906,2
11186814,Harrisstad,Puerto Rico,3,,9460.0,2041,2
11238900,Kathrynton,Puerto Rico,3,,9056.0,1147,2
12394452,Masonburgh,Puerto Rico,3,,9058.0,168,2
5288,South Bobbyfurt,Colombia,4,201.0,7446.0,3345,2
5644,North Paulport,Colombia,0,107.0,7593.0,2125,2
5743,North Paulport,Colombia,4,182.0,8680.0,7490,2
6010,New Jill,Colombia,3,47.0,6788.0,1799,2
8203,East Cliffordville,Cape Verde,3,172.0,5028.0,3332,2
8513,Walkerton,Cape Verde,4,357.0,8618.0,10736,2
8568,Savagefurt,Cape Verde,4,3348.0,8125.0,10895,2
13091,South Johnside,Colombia,4,128.0,8059.0,1909,2
15066,East Trevorville,Cape Verde,5,285.0,9091.0,885,2
18532,South Sarah,Martinique,3,30.0,6834.0,554,2
19383,Christopherport,Martinique,4,97.0,8215.0,1624,2
20850,Richardfort,Indonesia,4,88.0,5974.0,965,2
25596,Benjaminton,Egypt,4,206.0,7739.0,1306,2
25887,Saraburgh,Netherlands,5,49.0,8956.0,1993,2
29858,Port Jill,United Arab Emirates,4,798.0,7124.0,9300,2
33178,New Lorraine,Burkina Faso,3,55.0,6427.0,539,2
35004,Saraburgh,Netherlands,4,292.0,8067.0,3313,2
35654,New Cody,India,0,217.0,8425.0,3204,2
35667,New Cody,India,4,53.0,8144.0,1657,2
40154,West Mark,Croatia,3,107.0,7719.0,2976,2
40741,Lake Amandastad,Croatia,3,48.0,7918.0,910,2
40973,West Alison,Ethiopia,4,558.0,8129.0,3386,2
42186,South Loganborough,Burkina Faso,4,92.0,8189.0,1882,2
44100,Evanstown,Palestinian Territory,4,203.0,8931.0,2810,2
48296,Fletcherside,Lesotho,4,133.0,8526.0,4358,2
49332,West Sabrinaburgh,Falkland Islands (Malvinas),3,161.0,7167.0,1461,2
56217,Ericchester,Cape Verde,4,155.0,8233.0,4405,2
58958,Michaelburgh,Cape Verde,2,100.0,7371.0,4057,2
60899,New Patricia,Cape Verde,3,155.0,8227.0,5758,6
65226,Cantrellport,Cape Verde,3,110.0,8549.0,1298,2
66887,East Jamesmouth,Cape Verde,3,153.0,7508.0,4302,2
67158,Port Michael,Cape Verde,3,176.0,7338.0,3964,2
70230,Lake Joelview,Cape Verde,3,126.0,8477.0,2137,2
76398,Susanchester,Cape Verde,2,,5937.0,1917,2
77009,Howardchester,Cape Verde,2,,7101.0,402,2
78515,Troyland,Cape Verde,2,,7645.0,2462,2
78560,New Patricia,Cape Verde,2,133.0,6919.0,2975,2
84437,Raymondview,Yemen,5,440.0,7917.0,943,2
85851,New Samuelshire,Martinique,3,208.0,5842.0,6412,2
102619,Thomaston,Indonesia,5,235.0,8312.0,2094,2
104282,Rogerschester,Puerto Rico,5,101.0,8603.0,1578,2
105243,Amyburgh,Nigeria,3,26.0,8251.0,605,2
123512,Murphyside,Indonesia,3,,8743.0,176,2
125926,Richardton,Solomon Islands,4,97.0,7810.0,157,2
147511,Greenton,Puerto Rico,4,130.0,7484.0,1243,2
151866,Aaronborough,Cape Verde,3,169.0,8168.0,2069,2
158577,South Kimberly,El Salvador,5,197.0,9392.0,1039,2
212471,New Ericport,Puerto Rico,3,20.0,8074.0,941,2
317391,South Angelica,Cape Verde,2,87.0,6617.0,4574,2
341276,South Kimberlymouth,Falkland Islands (Malvinas),3,153.0,6720.0,13709,6
349716,Richardsonbury,Burkina Faso,4,154.0,8163.0,1442,2
485221,Jasonburgh,Somalia,4,182.0,8469.0,636,2
554146,New Kendrafort,Nigeria,3,50.0,7645.0,877,2
691896,North Patrickstad,Vanuatu,4,184.0,8651.0,5262,2
982567,South Maryborough,Cape Verde,3,135.0,8640.0,561,2
991281,Sierrachester,Puerto Rico,3,24.0,7863.0,523,2
1003047,Port Jeremyberg,Cape Verde,0,35.0,7346.0,428,2
1023193,Marksbury,Gambia,4,64.0,7882.0,2214,4
1108345,Dayborough,Turkmenistan,5,716.0,7958.0,1796,2
1204788,Benjaminport,Puerto Rico,3,98.0,7776.0,1750,2
1211156,New Markland,Cape Verde,3,,8483.0,248,2
1224900,Stricklandside,Puerto Rico,0,,7361.0,805,2
1256125,West Maria,Cape Verde,3,103.0,7282.0,2697,2
1310053,Welchmouth,Puerto Rico,3,60.0,8562.0,1294,2
1336914,Padillastad,Cape Verde,2,62.0,7615.0,1478,5
1415785,Bennettchester,Morocco,2,14.0,8451.0,259,5
1476663,Kevinstad,Colombia,4,94.0,7948.0,1213,2
1515365,Kimchester,Puerto Rico,3,65.0,7766.0,445,2
1577763,Masonburgh,Puerto Rico,3,26.0,7959.0,669,2
1689661,Hillburgh,Falkland Islands (Malvinas),2,50.0,7651.0,1022,2
1714889,Jasontown,Puerto Rico,3,26.0,7156.0,56,2
1726125,Rogerschester,Puerto Rico,3,17.0,9082.0,7427,2
8838,North Laurenville,Cape Verde,4,282.0,8468.0,9224,2
12688,Lake Elizabethfurt,Martinique,4,68.0,7228.0,4477,2
12702,Lake Elizabethfurt,Martinique,5,124.0,8485.0,2355,2
